authorName,createTime,introduce,playTimes,songSheet,tags
杰少,2018-05-28,Trapstep（Dubstep的分支之一）。Trapste,332674,滑板少女的Trapstep,"电子,运动"
L岺,2018-05-21,日本-京都，梅雨的季节，湿濡清冷的街头，行车雨刷迟缓的摇摆，,374907,霓虹街头的雅痞Jazz-HipHop,"爵士,嘻哈,城市"
生如夏花,2018-05-23,古风音乐的来源比较多，比如典故，比如古诗词，特别一点的比如，,769085,30位身怀绝世武功的古风歌手,"国语,古风"
李笑.笑.哭不得@99吧,2018-05-28,格莱美奖（Grammy&#160;Awards，简称Gram,111771,历届格莱美最佳摇滚歌曲 ,摇滚
二哈喇雪迪苗,2018-04-19,“爵士乐是黑人的音乐”这一观念深植于很多人的脑海中，甚至到现,149803,烟花下的绚丽 | 昭和&平成爵士,"爵士,日语"
DesTiny,2017-07-19,   本单收录了关于大自然声音的歌，其中还包括太空！希望你们,951097,催眠大师的物语：自然音伴你入睡,"轻音乐,安静,睡前"
爱唱歌的小小风,2018-05-25,可能你已经工作了一整天又或许你学习了一整天，给自己一个休息的,1401332,减压放松 · 流行钢琴集,"睡前,轻音乐"
生如夏花,2018-05-22,散步是最简单的、最经济的、最有效的，最适合人类防治疾病、健身,383212,适合散步听的韩国新世纪,新世纪
鹿仁,2018-04-07,夏天的来到不仅带来了炎热还带来了希望和寄托，每年的夏天都是学,3160809,静思音乐 | 清心凝神的日式纯音,"轻音乐,安静"
Eight Weeks,2018-04-16,科普：什么是Original Mix ？<br><br>Or,1399978,Original Mix：律动的人声混音,"英语,电子"
风少,2018-04-19,又是悠闲一天，工作不是很多，可以有自己的空间，做点自己喜欢的,299422, 迷惑微醺：欧美另类流行,"英语,流行"
焦糖玛奇朵,2018-01-04,忙碌了一天，今晚早下班，准备约上三两好友，去尖沙咀玩！这里的,546541,不如今晚放工去尖沙咀玩咯,"粤语,流行"
荣耀领袖,2018-02-05,你身边有没有些文艺青年？或许很羡慕他们的格调，那么问题来了，,282783,小众文艺青年的日系手机铃声,"日语,流行,摇滚"
DJ顾念晨,2018-04-17,凌晨2：00整<br><br>夜深了<br><br>我没有刻,4874450,后来我们什么都有了，却没有了我们,"国语,伤感,影视"
鹿尔,2017-11-10,本高三狗为了广大正在和高考作斗争的高三党做了一张良心歌单！<,1502021,学生党淡定点！还有很多作业等你抄！,"英语,流行,学习"
鹿尔,2017-09-28,诶！明年高考的我，成了高三狗，没办法。……做此歌单希望每个跟,475285,旅行电台：捎上一张去远方的车票,"英语,流行,快乐"
鹿泺,2018-02-05,下午四点的咖啡馆。<br><br>侍者正忙的不可开交，穿梭在,611526,丝滑摩卡：动漫配乐与爵士相融の瞬间,"爵士,ACG,轻音乐"
DesTiny,2017-05-27,PS:杀死慵懒症▼如果今天你想做点什么带劲的事，这将会是你今,6511083,杀死慵懒症！每天做什么都带劲的BGM,"电子,英语"
与光,2016-12-26,小时候，有一只小狗陪我一起长大。可惜它已经不在了。<br>此,775642,动物情怀 民谣意味如此悠扬,"国语,民谣"
滚圈少年,2018-03-12,中国后摇滚领军乐队惘闻最近分享了他们喜欢的音乐，从传统摇滚乐,31337,惘闻的私藏歌单推荐,
谜一般的年轻人,2018-03-09,繁世樱落古风社团，成立于2015年1月3日，由樱沐，橙子发起,146443,繁世樱落古风社团歌曲集,"流行,古风,治愈"
被嫌弃的唐唐的一生,2017-12-08,不被理解<br>又有何妨<br><br>至少，你懂自己<br,594318,『猎奇』音乐里的“ 好好先生 ”,"国语,治愈,睡前"
余佳运,2018-03-13,听完就要做EDM系列，别拦着我！,426024,别拦着我 ! 听完就想学做EDM系列,"电子,开车"
Eight Weeks,2018-01-31, 不得不说  乡村乐真的好好听！<br><br> 音乐是心灵,3877388,无法抗拒！百首温柔至极的乡村乐,"英语,乡村"
鹿仁,2018-03-13,本歌单收集日本人气男歌手的知名歌曲，一人2首歌曲，希望大家能,230048,日本90后男歌手歌曲精选,"日语,流行"
默笙,2018-01-08,上次网络写手说，听静心纯音乐码字码不出来，这次专门挑选了一些,770909,轻快电子：网络写手深夜码字加速器,"英语,电子"
陈小苏,2018-03-14,一直很想做的歌单类型，但无奈今年准备考试，一直没来的急制作，,2104752,国风哼唱 • 千嶂里，落日孤城闭,"国语,古风,中国风"
虛榮少女,2018-03-13,韩国首尔的弘大，不仅是年轻人约会聚会的休闲之地，还是出名的独,171704,弘大LiveHouse：K-Indie聚集地,"韩语,流行"
被嫌弃的唐唐的一生,2018-03-13,新民谣：安利你的还魂丹<br>精神源头可以追溯到上个世纪六十,787707,安静新民谣：上班族的减压良药,"国语,民谣,安静"
爱听歌的兽哥,2018-05-15,·愿每天听歌的你都有好心情 ·<br>一起来听rapper的,436437,舒解加班疲倦的华语抒情说唱,"国语,嘻哈"
还不是因为你长得不好看,2018-03-14,现在上个班真不容易！工资不高不说，老板还把你一个人当两个人用,980110,「氤氲浴室」泡澡听的萨克斯纯音,"乐器,背景音乐"
           私に闻いて风i,2018-05-14,第95期：<br>这一期给大家带来的是日语中的温柔，抒情。男,1215535,悦耳日系：百首温柔男声集  ,"日语,治愈"
私はとても良いです,2018-04-18,蒸汽波艺术其实深深的受日本早年的动漫影响，可以看到很多以前的,162697,樱花味的日式Vaporwave,日语
生如夏花,2018-05-16,自古以来，古人职业何其多，棋客，琴师，侠客…写一本古代小说？,506376,写武侠小说需了解的古风职业,"国语,古风"
山本春下,2018-04-23,"当那片绿色&#160;，向我扑来的时候,，我听见了，听见了，",303552,温柔女声 | 日式清新森林物语,"治愈,日语"
安多,2017-01-12,  纯音乐一直以来都深受各位听众们的喜爱，也许你一般听的都是,1608586,国风纯音：凉云一缕，飘堕几丝雨,"轻音乐,睡前"
L岺,2018-03-21,雨季/<br>连绵不断的雨水，连绵不绝的滴落，连绵不断的人潮,1466769,自然纯音：雨季/浪潮/鸟蝉/风铃/,"轻音乐,安静,睡前"
Tiny.,2018-03-25,你总有孤独的时候，也有不孤独的时候。总有喜爱这个城市的时候，,1060743,治愈良药：净化情绪的纯音乐,"治愈,轻音乐"
爱听歌的兽哥,2018-05-20,持续更新中...本歌单所收录的歌曲为2018年五月发布的电音,215770,五月欧美电音精选,"英语,电子"
谜一般的年轻人,2018-05-09,希腊共和国，简称希腊，是地处欧洲东南角、巴尔干半岛的南端的共,172166,希腊民谣：走进诗意长夜,"小语种,民谣"
帅气的亮亮,2018-05-11,歌单中挑选了清新和现代流行曲风的闽南语歌曲。带给你耳目一新，,347413,清新温柔向：30首闽南语流行歌,"小语种,流行"
龙龙baka,2018-04-06,这只是庞大的明斯特城里的一个街区。天下着雪，鹅毛般从天空中铺,345290,地下酒吧｜爵士与调酒师的香醇情调,"ACG,轻音乐,爵士"
biG橘子,2018-05-21,City Pop是一种带有轻松柔和质感音乐流派。主体为Smo,529026,开车路上听的City Pop,"流行,开车"
Eight Weeks,2017-02-18,&#160;失眠怎么办？首选——α脑波助眠乐<br><br>,2725486,音乐治疗 | 潜意识助眠的α波,轻音乐
Emotional,2018-05-23,Future&#160;house是由Progressive,557656,未来浩室：极度放纵的弹性电子,电子
戒掉爱情戒掉你,2018-05-07,50年代末到60年代初，在当时的美国有三个灵魂乐重镇，包括M,151753,灵魂乐的温床：美国三个重镇,"英语,R&B"
Coco_雪梨冰糖,2018-05-08,当柔情R&B里有rap，感觉完全不一样了。随着这几年韩国HI,312276,韩式R&B中的率性说唱,"韩语,R&B,嘻哈"
冰的唐葫芦,2018-04-02,"鼓乐是指以吹&#160;,打乐器为主的民间器乐合奏的概称，鼓",758709,乘风破晓 怒涛万里 • 鼓乐作品,"古风,中国风"
领军,2018-02-18,繁荣的日本同样有一群生活在社会底层艰苦奋斗的人们。为了反抗不,46058,KOHH:不向命运低头的东京男孩,"日语,嘻哈"
DJ顾念晨,2017-07-10,听久了华语乐坛充满诗意的民谣小调后，你是否会感到有一丝疲倦呢,578631,樱花与诗 | 这样的民谣你听过吗？,"日语,民谣"
默笙,2018-04-17,歌单收集歌曲为：另类/电子<br><br>对于找音乐，我保持,369233,另类电子：映入脑海里的奇特幻象,"英语,电子"
生如夏花,2018-04-16,我这一生，走过一条又一条黑暗艰难的道，命运将我击打，破碎，灼,1305204,大浪淘沙：歌词励志的燃系古风,"国语,古风,励志"
小烦,2018-03-07,2018年4月30日，Phoenix将登陆格莱美&#174;,42078,法国国宝级乐队Phoenix要来中国啦,"英语,摇滚"
True Blue,2018-04-28,  大概小半年没做歌单了，生活的繁琐，疲惫让人只能在音乐中寻,1460220,清空颓丧情绪的另类电子,"电子,英语"
指尖上的节奏,2018-04-27,民谣歌手在歌曲创作是上非常随意随心，所以就有了一些奇奇怪怪而,270641,那些歌名奇怪但好听的民谣小调,"民谣,快乐,国语"
L岺,2018-04-20,她们的女子力渲染出了让我们着迷的温柔磁场，像裹挟着迷幻与伤感,1089356,日本60位颓废女子力歌手,"日语,睡前,流行"
生如夏花,2018-04-27,Hum Music 哼唱音乐：简单的音符贯穿全曲，容易把人带,243918,Hum Music：洗尽铅华的空灵女声,"安静,睡前,轻音乐"
Lee BG嗷柏,2018-04-26,【conscious-rap】有意识说唱是嘻哈音乐的一种亚流,77266,Conscious-Rap：这是理想与态度,"嘻哈,英语"
Nocturnes曳取,2018-03-28,曳取的歌单歌曲既充满着反思意味，在节奏上又足够抓耳。每首歌都,191051,旅途行者：曳取岁月里的极光  ,"安静,寂寞"
豆沙,2018-04-23,“蝉时雨，化成淡墨渲染暮色…渗透着，勾勒出足迹与车辙…&#1,100478,翩翩少年 | 百首古风男歌手合作曲,"古风,国语,流行"
毕业雨季,2018-04-20,音乐和电影均在七大艺术形式之列，二者的结合艺术形态给予观众视,578697,35部音乐剧电影原声鉴赏,"英语,影视,励志"
阿卡琳,2017-05-16,歌单由四个部分组成：<br><br>① 躺在草地上听星星闪烁,398045,初夏微风｜听星星闪烁的声音,"轻音乐,日语,ACG"
喜欢吃钙片,2018-05-15,作为最古老的音乐形式之一，合唱艺术因其丰富多彩的表现力而雄踞,40398,人声合作的奇迹：古典合唱曲,古典
Sugarbling。Ada,2018-04-26,就算天空再深看不出裂痕，眉头仍骤满密云。就算一屋暗灯照不穿我,98642,泛器乐 | 涌动的层次浪潮,后摇
绪井奈奈未,2018-05-21,2018&#160;Billboard&#160;Music,527784,最佳新人 Khalid 作品精选,R&B
Extraordinary,2018-05-15,大家好！我又给大家带来全新的歌单啦～<br>话不多说，先来介,69848,Kawaii Bass：粉色少女偏软甜,电子
我的歌单就是这么好,2018-05-18,歌单整理了全部2018&#160;Billboard&#16,2416609,2018公告牌音乐奖获奖&提名List,"流行,英语"
生如夏花,2018-05-14,古风不会分类？古风歌单不会做？讲真，发展到现在，实在是古风的,115123,二十种风格鉴赏 | 古风入门,古风
二哈喇雪迪苗,2018-05-04,夏日午后，我走在高大笔直的白杨树成排伫立在路旁。白杨树的叶子,195687,尤克里里纯音：指尖阳光，夏日好心情,"轻音乐,安静,乐器"
被嫌弃的唐唐的一生,2018-04-16,歌曲来自郑州独立音乐人：指成立在郑州或生活在郑州的音乐人<b,57433,重燃独立音乐灵魂：这里是郑州！,"国语,民谣,摇滚"
达令,2018-04-19,单簧管高音区嘹亮明朗；中音区富于表情，音色纯净，清澈优美；低,148028,单簧管名家演绎的柔情爵士,"爵士,乐器"
生如夏花,2018-05-10,梨花一般会在4月后开放，和雪的颜色和其相似，在夏天，好想来一,452859,古风纳凉：朝忆梨花暮忆雪,"国语,古风"
行\云[流水],2017-06-20,100首精选欧美动感流行歌曲，能伴你每一天的音乐伙伴&#16,17965590,跑步热单：听完只想绕着操场跑200圈 ！,"英语,运动"
惘闻,2018-03-27,音乐创作或多或少离不开你真实的生活；大连，是家，是根基。我们,77914,城市记忆  |  谜语般的内心独白,"安静,治愈,宣泄"
风影 🌴,2018-05-12,被昨夜雨水洗礼过的天空似水般的透明，雨丝轻轻漂拂在脸颊，凉风,635044,适合冥想时听的自然纯音,"轻音乐,睡前,安静"
biG橘子,2018-05-14,HOUSE是於八十年代沿自 DISCO发展出来的跳舞音乐。<,767486,浩室女声 : 灵动的质感声线,电子
喜欢吃钙片,2018-05-14,越来越多的中国音乐家在古典音乐舞台上崭露头角，本歌单收藏了除,41361,中国音乐家演奏的西方古典音乐,"古典,乐器"
来自森林的男孩,2018-03-27,①《天鹅湖》<br>②《睡美人》<br>③《胡桃夹子》<br,301075,柴可夫斯基名作：古典芭蕾,古典
香港油麻地多嘢食,2018-01-02,咁你今日摆低咗未啊？,117989,阿妈成日话：摆低个电话啦！,"粤语,流行,国语"
不稀饭棉花糖の萝莉,2018-05-07,芝加哥灵魂乐（Chicago&#160;Soul）是灵魂乐（,100980,“软灵魂乐” Chicago Soul,"英语,R&B"
少女心的摇滚狗,2018-04-25,Bedroom-pop是indie-rock的一种，是一种舒,754874,卧室发呆专线 Bedroom Pop,"英语,流行"
Jane&Danny,2018-04-17,city&#160;pop，总是让我想要拥抱太阳与海洋的冲动,133564,夏日特辑：饮一杯City Pop,"流行,日语"
被嫌弃的唐唐的一生,2018-03-23,这些歌征服你的女神<br><br>我能想到最浪漫的事就是陪你,1185440,民谣情书：关于爱你的二三事,"国语,民谣,约会"
小龟,2018-03-02,诚品书店1989年由台北仁爱路圆环创办第一家开始，本着人文、,91606,学习必备：诚品书店古典音乐集,"古典,背景音乐"
猪仔,2017-08-30,早在三十年代美国蓝调就通过战争和商人传入了英国，但是直到五十,239345,英国蓝调发展史：从布鲁斯到摇滚的变化,"英语,蓝调"
欢脱小兔牙七柒,2018-03-21,精选橙光音乐团队的一些出场背景乐，或激昂霸气或柔情舒缓，但都,384519,「橙光音乐」游戏出场BGM,背景音乐
虛榮少女,2018-03-02,我脑海中的春天，不总是温暖明媚的。在北方的大多城市里，春天或,656313,我脑海中的春天｜韩语民谣,"韩语,民谣"
人性的恶,2018-03-26,"Rap歌曲在大家心中的印象很多都是躁动的旋律,其实每个Rap",2314028,Rapper情话：我的眼里只有你,"国语,嘻哈,情歌"
仙道彰,2018-03-27,说起说唱，大多数人都会想是欧美说唱，然后是国语说唱。<br>,113836,新生代粤语说唱歌手精选,"粤语,嘻哈,派对"
谈谈心恋恋爱 *,2018-03-28,本歌单选的都是民谣女翻唱，这些民谣女翻唱绝对好听&#6298,2016914,呢喃耳语：温柔女声翻唱的民谣,"国语,民谣,安静"
Dgirs,2018-03-27,New&#160;Kor&#160;&#9834;&#160,297033,Mar 2018丨韩国独立音乐新歌精选,韩语
May〃,2018-03-25,  Glitch字面上的意思是指电脑或硬件设备出小毛病，近年,289160,Glicth Hop：鲸端上的极致脉冲,英语
戒掉爱情戒掉你,2018-05-18,前言：5.20表白日，情话技能大放送！看下音乐人都是如何给爱,2343907,用这些歌即刻表白,流行
